SCHLINSTID,SCHLYR,CNTYGEOGAREAID,DISTINSTID,STUDENRCNT,DISTSTUDENRCNT,CntyStudEnrCnt,FREELNCHCNT,DISTFREELNCHCNT,CntyFreeLnchCnt,REDLNCHCNT,DISTREDLNCHCNT,CntyRedLnchCnt,TOTELGBLAMT,DISTTOTELGBLAMT,CntyTotElgblAmt,FREEREDLNCHPCT,DISTFREEREDLNCHPCT,CntyFreeRedLnchPct,CNTYNM,DISTNM,SCHLNM,last column
1307,"7/1/2016",3,1929,446,4750,59069,282,1728,14687,16,212,3370,298,1940,18057,66.82,40.84,30.57,"Clackamas","Canby SD 86","Cecile Trost Elementary School",-
1295,"7/1/2016",16,2050,163,682,3674,89,386,2601,20,82,209,109,468,2810,66.87,68.62,76.48,"Jefferson","Culver SD 4","Culver Middle School",-
4596,"7/1/2016",24,2142,432,41718,62073,266,22855,34127,23,3190,4972,289,26045,39099,66.9,62.43,62.99,"Marion","Salem-Keizer SD 24J","Roberts High School",-
576,"7/1/2016",20,2087,402,2799,45309,206,1402,19963,63,286,3599,269,1688,23562,66.92,60.31,52,"Lane","South Lane SD 45J3","Harrison Elementary School",-
4554,"7/1/2016",20,2082,351,17258,45309,207,5842,19963,28,1072,3599,235,6914,23562,66.95,40.06,52,"Lane","Eugene SD 4J","Arts and Technology Academy at Jefferson",-
438,"7/1/2016",17,2054,769,6010,10554,427,3168,6117,88,510,944,515,3678,7061,66.97,61.2,66.9,"Josephine","Grants Pass SD 7","North Middle School",-
3146,"7/1/2016",24,2141,388,1902,62073,214,926,34127,46,235,4972,260,1161,39099,67.01,61.04,62.99,"Marion","North Marion SD 15","North Marion Primary School",-
579,"7/1/2016",20,2087,555,2799,45309,305,1402,19963,67,286,3599,372,1688,23562,67.03,60.31,52,"Lane","South Lane SD 45J3","Lincoln Middle School",-
1211,"7/1/2016",36,2253,422,981,16761,244,542,7470,39,95,1108,283,637,8578,67.06,64.93,51.18,"Yamhill","Dayton SD 8","Dayton Grade School",-
323,"7/1/2016",11,2005,164,164,288,88,88,124,22,22,45,110,110,169,67.07,67.07,58.68,"Gilliam","Arlington SD 3","Arlington Community Charter School",-
5302,"7/1/2016",7,1970,650,2973,2911,368,1328,1328,68,304,304,436,1632,1632,67.08,54.89,56.06,"Crook","Crook County SD","Barnes Butte Elementary",-
86,"7/1/2016",3,1924,976,17309,59069,524,4957,14687,131,1188,3370,655,6145,18057,67.11,35.5,30.57,"Clackamas","North Clackamas SD 12","Milwaukie High School",-
522,"7/1/2016",20,2082,360,17258,45309,217,5842,19963,25,1072,3599,242,6914,23562,67.22,40.06,52,"Lane","Eugene SD 4J","McCornack Elementary School",-
646,"7/1/2016",22,2100,159,9515,22568,90,3628,8153,17,695,1338,107,4323,9491,67.3,45.43,42.06,"Linn","Greater Albany Public SD 8J","Tangent Elementary School",-
216,"7/1/2016",6,1969,227,723,10115,137,385,4131,16,66,614,153,451,4745,67.4,62.38,46.91,"Coos","Bandon SD 54","Harbor Lights Middle School",-
932,"7/1/2016",26,2183,563,11972,91695,327,5725,41819,53,1042,6364,380,6767,48183,67.5,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Dexter McCarty Middle School",-
309,"7/1/2016",10,2001,345,701,14005,208,416,7145,25,52,1415,233,468,8560,67.54,66.76,61.12,"Douglas","Reedsport SD 105","Highland Elementary School",-
4561,"7/1/2016",15,2042,457,4617,29154,245,2471,13824,64,384,1958,309,2855,15782,67.61,61.84,54.13,"Jackson","Central Point SD 6","Crater Renaissance Academy",-
2784,"7/1/2016",36,2256,554,6794,16761,337,3428,7470,38,411,1108,375,3839,8578,67.69,56.51,51.18,"Yamhill","McMinnville SD 40","Grandhaven Elementary School",-
205,"7/1/2016",6,1966,486,4419,10115,296,1098,4131,33,184,614,329,1282,4745,67.7,29.01,46.91,"Coos","North Bend SD 13","North Bay Elementary School",-
554,"7/1/2016",20,2083,530,11064,45309,299,6172,19963,60,907,3599,359,7079,23562,67.74,63.98,52,"Lane","Springfield SD 19","Mt Vernon Elementary School",-
792,"7/1/2016",24,2145,168,747,62073,82,381,34127,32,103,4972,114,484,39099,67.86,64.79,62.99,"Marion","Mt Angel SD 91","Mt Angel Middle School",-
4058,"7/1/2016",20,2083,293,11064,45309,157,6172,19963,42,907,3599,199,7079,23562,67.92,63.98,52,"Lane","Springfield SD 19","Willamette Leadership Academy",-
1217,"7/1/2016",36,2254,521,5196,16761,329,1808,7470,25,279,1108,354,2087,8578,67.95,40.17,51.18,"Yamhill","Newberg SD 29J","Edwards Elementary School",-
318,"7/1/2016",10,2003,438,1364,14005,263,725,7145,35,128,1415,298,853,8560,68.04,62.54,61.12,"Douglas","Sutherlin SD 130","East Sutherlin Primary School",-
913,"7/1/2016",26,2180,589,47240,91695,364,16200,41819,37,2426,6364,401,18626,48183,68.08,39.43,52.55,"Multnomah","Portland SD 1J","Jefferson High School",-
1157,"7/1/2016",34,2243,386,40800,86801,239,12638,27961,24,2219,5042,263,14857,33003,68.13,36.41,38.02,"Washington","Beaverton SD 48J","Greenway Elementary School",-
15,"7/1/2016",1,1897,208,208,3243,111,111,910,31,31,168,142,142,1078,68.27,68.27,33.24,"Baker","Pine Eagle SD 61","Pine Eagle Charter School",-
927,"7/1/2016",26,2181,353,3238,91695,205,2088,41819,36,278,6364,241,2366,48183,68.27,73.07,52.55,"Multnomah","Parkrose SD 3","Sacramento Elementary School",-
1013,"7/1/2016",29,2197,300,2105,3347,181,1037,1626,24,155,278,205,1192,1904,68.33,56.63,56.89,"Tillamook","Tillamook SD 9","Liberty Elementary School",-
4557,"7/1/2016",15,2042,449,4617,29154,255,2471,13824,52,384,1958,307,2855,15782,68.37,61.84,54.13,"Jackson","Central Point SD 6","Crater Academy of Health and Public Services",-
732,"7/1/2016",24,2142,312,41718,62073,196,22855,34127,18,3190,4972,214,26045,39099,68.59,62.43,62.99,"Marion","Salem-Keizer SD 24J","Bush Elementary School",-
1154,"7/1/2016",34,2243,651,40800,86801,397,12638,27961,50,2219,5042,447,14857,33003,68.66,36.41,38.02,"Washington","Beaverton SD 48J","Barnes Elementary School",-
960,"7/1/2016",26,2185,910,6145,91695,548,3727,41819,79,519,6364,627,4246,48183,68.9,69.1,52.55,"Multnomah","Centennial SD 28J","Centennial Middle School",-
1224,"7/1/2016",36,2255,486,905,16761,300,504,7470,35,68,1108,335,572,8578,68.93,63.2,51.18,"Yamhill","Willamina SD 30J","Willamina Elementary School",-
4041,"7/1/2016",20,2082,126,17258,45309,74,5842,19963,13,1072,3599,87,6914,23562,69.05,40.06,52,"Lane","Eugene SD 4J","Network Charter School",-
1353,"7/1/2016",20,2083,588,11064,45309,340,6172,19963,68,907,3599,408,7079,23562,69.39,63.98,52,"Lane","Springfield SD 19","Agnes Stewart Middle School",-
609,"7/1/2016",20,2096,634,1388,45309,389,796,19963,51,127,3599,440,923,23562,69.4,66.5,52,"Lane","Siuslaw SD 97J","Siuslaw Elementary School",-
1019,"7/1/2016",29,2199,229,471,3347,128,232,1626,31,74,278,159,306,1904,69.43,64.97,56.89,"Tillamook","Nestucca Valley SD 101J","Nestucca Valley Elementary",-
983,"7/1/2016",26,2187,3176,10591,91695,1850,6797,41819,357,1205,6364,2207,8002,48183,69.49,75.55,52.55,"Multnomah","David Douglas SD 40","David Douglas High School",-
1310,"7/1/2016",9,1976,292,17699,26026,173,5758,9428,30,1394,2044,203,7152,11472,69.52,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","LaPine Middle School",-
611,"7/1/2016",21,2097,434,5461,5461,274,2891,2891,28,361,361,302,3252,3252,69.59,59.55,59.55,"Lincoln","Lincoln County SD","Toledo Elementary School",-
459,"7/1/2016",18,2056,408,2986,9357,242,1752,5115,42,234,870,284,1986,5985,69.61,66.51,63.96,"Klamath","Klamath Falls City Schools","Joseph Conger Elementary School",-
1083,"7/1/2016",31,2217,102,377,3844,57,225,1672,14,62,328,71,287,2000,69.61,76.13,52.03,"Union","Elgin SD 23","Elgin High School",-
219,"7/1/2016",7,1970,603,2973,2911,348,1328,1328,73,304,304,421,1632,1632,69.82,54.89,56.06,"Crook","Crook County SD","Crooked River Elementary School",-
4641,"7/1/2016",34,2239,388,20686,86801,235,7730,27961,36,1356,5042,271,9086,33003,69.85,43.92,38.02,"Washington","Hillsboro SD 1J","Free Orchards Elementary School",-
602,"7/1/2016",20,2093,146,537,45309,81,323,19963,21,47,3599,102,370,23562,69.86,68.9,52,"Lane","Oakridge SD 76","Oakridge High School",-
664,"7/1/2016",22,2102,156,2318,22568,96,1293,8153,13,144,1338,109,1437,9491,69.87,61.99,42.06,"Linn","Sweet Home SD 55","Holley Elementary School",-
4773,"7/1/2016",3,1922,83,9764,59069,50,1664,14687,8,409,3370,58,2073,18057,69.88,21.23,30.57,"Clackamas","West Linn-Wilsonville SD 3J","Arts and Technology High School",-
623,"7/1/2016",21,2097,332,5461,5461,200,2891,2891,32,361,361,232,3252,3252,69.88,59.55,59.55,"Lincoln","Lincoln County SD","Crestview Heights School",-
974,"7/1/2016",26,2187,622,10591,91695,376,6797,41819,59,1205,6364,435,8002,48183,69.94,75.55,52.55,"Multnomah","David Douglas SD 40","Gilbert Park Elementary School",-
4545,"7/1/2016",18,2056,200,2986,9357,114,1752,5115,26,234,870,140,1986,5985,70,66.51,63.96,"Klamath","Klamath Falls City Schools","EagleRidge High School",-
245,"7/1/2016",9,1976,387,17699,26026,242,5758,9428,29,1394,2044,271,7152,11472,70.03,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","LaPine Elementary School",-
445,"7/1/2016",17,2055,374,4632,10554,224,2949,6117,38,434,944,262,3383,7061,70.05,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Fruitdale Elementary School",-
367,"7/1/2016",14,2024,401,4120,4084,232,1800,1800,49,404,404,281,2204,2204,70.07,53.5,53.97,"Hood River","Hood River County SD","WyEast Middle School",-
1312,"7/1/2016",26,2183,655,11972,91695,361,5725,41819,98,1042,6364,459,6767,48183,70.08,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Clear Creek Middle School",-
918,"7/1/2016",26,2180,869,47240,91695,555,16200,41819,54,2426,6364,609,18626,48183,70.08,39.43,52.55,"Multnomah","Portland SD 1J","Roosevelt High School",-
4559,"7/1/2016",15,2042,455,4617,29154,294,2471,13824,25,384,1958,319,2855,15782,70.11,61.84,54.13,"Jackson","Central Point SD 6","Crater School of Business Innovation and Science",-
817,"7/1/2016",25,2147,382,2228,2374,214,1282,1350,54,298,318,268,1580,1668,70.16,70.92,70.26,"Morrow","Morrow SD 1","Irrigon Junior/Senior High School",-
3215,"7/1/2016",24,2142,436,41718,62073,272,22855,34127,34,3190,4972,306,26045,39099,70.18,62.43,62.99,"Marion","Salem-Keizer SD 24J","Miller Elementary School",-
931,"7/1/2016",26,2181,970,3238,91695,569,2088,41819,113,278,6364,682,2366,48183,70.31,73.07,52.55,"Multnomah","Parkrose SD 3","Parkrose High School",-
290,"7/1/2016",10,1994,331,1487,14005,210,839,7145,23,174,1415,233,1013,8560,70.39,68.12,61.12,"Douglas","South Umpqua SD 19","Myrtle Creek Elementary School",-
1005,"7/1/2016",27,2193,115,175,6838,74,100,2997,7,13,560,81,113,3557,70.43,64.57,52.02,"Polk","Falls City SD 57","Falls City Elementary School",-
393,"7/1/2016",15,2043,271,4103,29154,167,2042,13824,24,308,1958,191,2350,15782,70.48,57.28,54.13,"Jackson","Eagle Point SD 9","Shady Cove School",-
434,"7/1/2016",16,2053,664,2963,3674,426,2215,2601,42,127,209,468,2342,2810,70.48,79.04,76.48,"Jefferson","Jefferson County SD 509J","Madras High School",-
364,"7/1/2016",14,2024,207,4120,4084,139,1800,1800,7,404,404,146,2204,2204,70.53,53.5,53.97,"Hood River","Hood River County SD","Parkdale Elementary School",-
1365,"7/1/2016",26,2182,507,11538,91695,316,6911,41819,42,807,6364,358,7718,48183,70.61,66.89,52.55,"Multnomah","Reynolds SD 7","Woodland Elementary",-
476,"7/1/2016",18,2057,140,6579,9357,93,3363,5115,6,636,870,99,3999,5985,70.71,60.78,63.96,"Klamath","Klamath County SD","Merrill Elementary School",-
1133,"7/1/2016",34,2241,530,6219,86801,326,3013,27961,49,432,5042,375,3445,33003,70.75,55.39,38.02,"Washington","Forest Grove SD 15","Joseph Gale Elementary School",-
241,"7/1/2016",9,1976,616,17699,26026,398,5758,9428,38,1394,2044,436,7152,11472,70.78,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Bear Creek Elementary School",-
152,"7/1/2016",4,1935,435,1566,5049,257,764,2213,51,155,455,308,919,2668,70.8,58.68,52.84,"Clatsop","Seaside SD 10","Seaside Heights Elementary School",-
666,"7/1/2016",22,2102,298,2318,22568,189,1293,8153,22,144,1338,211,1437,9491,70.81,61.99,42.06,"Linn","Sweet Home SD 55","Oak Heights Elementary School",-
747,"7/1/2016",24,2142,682,41718,62073,422,22855,34127,62,3190,4972,484,26045,39099,70.97,62.43,62.99,"Marion","Salem-Keizer SD 24J","Keizer Elementary School",-
906,"7/1/2016",26,2180,992,47240,91695,590,16200,41819,114,2426,6364,704,18626,48183,70.97,39.43,52.55,"Multnomah","Portland SD 1J","Benson Polytechnic High School",-
608,"7/1/2016",20,2096,311,1388,45309,191,796,19963,30,127,3599,221,923,23562,71.06,66.5,52,"Lane","Siuslaw SD 97J","Siuslaw Middle School",-
4541,"7/1/2016",24,2146,367,5650,62073,226,3841,34127,35,464,4972,261,4305,39099,71.12,76.19,62.99,"Marion","Woodburn SD 103","Wellness, Business and Sports School",-
3350,"7/1/2016",12,2010,59,59,891,35,35,371,7,7,129,42,42,500,71.19,71.19,56.12,"Grant","Monument SD 8","Monument School",-
600,"7/1/2016",20,2093,309,537,45309,204,323,19963,16,47,3599,220,370,23562,71.2,68.9,52,"Lane","Oakridge SD 76","Oakridge Elementary School",-
736,"7/1/2016",24,2142,367,41718,62073,228,22855,34127,34,3190,4972,262,26045,39099,71.39,62.43,62.99,"Marion","Salem-Keizer SD 24J","Englewood Elementary School",-
4543,"7/1/2016",24,2146,389,5650,62073,247,3841,34127,31,464,4972,278,4305,39099,71.47,76.19,62.99,"Marion","Woodburn SD 103","Woodburn Arts and Communications Academy",-
480,"7/1/2016",18,2057,393,6579,9357,245,3363,5115,36,636,870,281,3999,5985,71.5,60.78,63.96,"Klamath","Klamath County SD","Brixner Junior High School",-
3624,"7/1/2016",10,2002,341,1434,14005,217,740,7145,27,99,1415,244,839,8560,71.55,58.51,61.12,"Douglas","Winston-Dillard SD 116","Brockway Elementary School",-
980,"7/1/2016",26,2187,717,10591,91695,410,6797,41819,103,1205,6364,513,8002,48183,71.55,75.55,52.55,"Multnomah","David Douglas SD 40","Alice Ott Middle School",-
269,"7/1/2016",10,1991,440,5935,14005,272,2827,7145,43,601,1415,315,3428,8560,71.59,57.76,61.12,"Douglas","Douglas County SD 4","Eastwood Elementary School",-
4129,"7/1/2016",9,1976,226,17699,26026,145,5758,9428,17,1394,2044,162,7152,11472,71.68,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Ensworth Elementary School",-
214,"7/1/2016",6,1968,319,568,10115,213,351,4131,16,41,614,229,392,4745,71.79,69.01,46.91,"Coos","Myrtle Point SD 41","Myrtle Crest School",-
271,"7/1/2016",10,1991,363,5935,14005,229,2827,7145,32,601,1415,261,3428,8560,71.9,57.76,61.12,"Douglas","Douglas County SD 4","Fullerton IV Elementary School",-
703,"7/1/2016",23,2110,260,1162,5000,159,697,3188,28,122,419,187,819,3607,71.92,70.48,72.14,"Malheur","Nyssa SD 26","Nyssa Middle School",-
573,"7/1/2016",20,2087,482,2799,45309,288,1402,19963,59,286,3599,347,1688,23562,71.99,60.31,52,"Lane","South Lane SD 45J3","Bohemia Elementary School",-
463,"7/1/2016",18,2056,623,2986,9357,407,1752,5115,42,234,870,449,1986,5985,72.07,66.51,63.96,"Klamath","Klamath Falls City Schools","Ponderosa Middle School",-
702,"7/1/2016",23,2110,549,1162,5000,337,697,3188,59,122,419,396,819,3607,72.13,70.48,72.14,"Malheur","Nyssa SD 26","Nyssa Elementary School",-
808,"7/1/2016",24,2137,291,995,62073,176,694,34127,34,95,4972,210,789,39099,72.16,79.3,62.99,"Marion","Gervais SD 1","Gervais High School",-
292,"7/1/2016",10,1994,252,1487,14005,153,839,7145,29,174,1415,182,1013,8560,72.22,68.12,61.12,"Douglas","South Umpqua SD 19","Tri City Elementary School",-
386,"7/1/2016",15,2042,296,4617,29154,202,2471,13824,12,384,1958,214,2855,15782,72.3,61.84,54.13,"Jackson","Central Point SD 6","Sams Valley Elementary School",-
1064,"7/1/2016",30,2205,531,1768,13605,318,1208,7460,66,246,1431,384,1454,8891,72.32,82.24,65.35,"Umatilla","Milton-Freewater Unified SD 7","McLoughlin High School",-
704,"7/1/2016",23,2110,326,1162,5000,201,697,3188,35,122,419,236,819,3607,72.39,70.48,72.14,"Malheur","Nyssa SD 26","Nyssa High School",-
456,"7/1/2016",17,2055,345,4632,10554,217,2949,6117,33,434,944,250,3383,7061,72.46,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Illinois Valley High School",-
546,"7/1/2016",20,2083,403,11064,45309,250,6172,19963,42,907,3599,292,7079,23562,72.46,63.98,52,"Lane","Springfield SD 19","Elizabeth Page Elementary School",-
1100,"7/1/2016",33,4131,590,3082,3611,387,1783,2050,42,182,247,429,1965,2297,72.71,63.76,63.61,"Wasco","North Wasco County SD 21","The Dalles Middle School",-
467,"7/1/2016",18,2057,253,6579,9357,163,3363,5115,21,636,870,184,3999,5985,72.73,60.78,63.96,"Klamath","Klamath County SD","Bonanza Elementary School",-
272,"7/1/2016",10,1991,250,5935,14005,146,2827,7145,36,601,1415,182,3428,8560,72.8,57.76,61.12,"Douglas","Douglas County SD 4","Green Elementary School",-
399,"7/1/2016",15,2044,450,989,29154,277,466,13824,51,84,1958,328,550,15782,72.89,55.61,54.13,"Jackson","Rogue River SD 35","Rogue River Elementary School",-
449,"7/1/2016",17,2055,299,4632,10554,197,2949,6117,21,434,944,218,3383,7061,72.91,73.04,66.9,"Josephine","Three Rivers/Josephine County SD","Lorna Byrne Middle School",-
1117,"7/1/2016",34,2239,456,20686,86801,303,7730,27961,30,1356,5042,333,9086,33003,73.03,43.92,38.02,"Washington","Hillsboro SD 1J","Mooberry Elementary School",-
1268,"7/1/2016",24,2146,607,5650,62073,402,3841,34127,42,464,4972,444,4305,39099,73.15,76.19,62.99,"Marion","Woodburn SD 103","French Prairie Middle School",-
1151,"7/1/2016",34,2239,539,20686,86801,364,7730,27961,31,1356,5042,395,9086,33003,73.28,43.92,38.02,"Washington","Hillsboro SD 1J","Witch Hazel Elementary School",-
3372,"7/1/2016",14,2024,60,4120,4084,38,1800,1800,6,404,404,44,2204,2204,73.33,53.5,53.97,"Hood River","Hood River County SD","Cascade Locks School",-
3356,"7/1/2016",15,2045,233,233,29154,154,154,13824,17,17,1958,171,171,15782,73.39,73.39,54.13,"Jackson","Prospect SD 59","Prospect Charter School",-
515,"7/1/2016",20,2082,466,17258,45309,301,5842,19963,41,1072,3599,342,6914,23562,73.39,40.06,52,"Lane","Eugene SD 4J","Howard Elementary School",-
4391,"7/1/2016",10,1991,177,5935,14005,114,2827,7145,16,601,1415,130,3428,8560,73.45,57.76,61.12,"Douglas","Douglas County SD 4","Phoenix School",-
945,"7/1/2016",26,2182,388,11538,91695,257,6911,41819,28,807,6364,285,7718,48183,73.45,66.89,52.55,"Multnomah","Reynolds SD 7","Fairview Elementary School",-
1338,"7/1/2016",9,1976,166,17699,26026,114,5758,9428,8,1394,2044,122,7152,11472,73.49,40.41,44.08,"Deschutes","Bend-LaPine Administrative SD 1","Marshall High School",-
896,"7/1/2016",26,2180,381,47240,91695,260,16200,41819,20,2426,6364,280,18626,48183,73.49,39.43,52.55,"Multnomah","Portland SD 1J","Vestal Elementary School",-
788,"7/1/2016",24,2143,438,2303,62073,283,1004,34127,39,196,4972,322,1200,39099,73.52,52.11,62.99,"Marion","North Santiam SD 29J","Stayton Elementary School",-
645,"7/1/2016",22,2100,412,9515,22568,257,3628,8153,46,695,1338,303,4323,9491,73.54,45.43,42.06,"Linn","Greater Albany Public SD 8J","South Shore Elementary School",-
578,"7/1/2016",20,2087,87,2799,45309,55,1402,19963,9,286,3599,64,1688,23562,73.56,60.31,52,"Lane","South Lane SD 45J3","London School",-
4021,"7/1/2016",15,2043,371,4103,29154,250,2042,13824,23,308,1958,273,2350,15782,73.58,57.28,54.13,"Jackson","Eagle Point SD 9","White Mountain Middle School",-
699,"7/1/2016",23,2108,671,2432,5000,455,1798,3188,39,129,419,494,1927,3607,73.62,79.24,72.14,"Malheur","Ontario SD 8C","Ontario High School",-
3543,"7/1/2016",26,2183,595,11972,91695,406,5725,41819,33,1042,6364,439,6767,48183,73.78,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","Hogan Cedars Elementary School",-
581,"7/1/2016",20,2088,336,5574,45309,197,2648,19963,51,577,3599,248,3225,23562,73.81,57.86,52,"Lane","Bethel SD 52","Cascade Middle School",-
640,"7/1/2016",22,2100,317,9515,22568,196,3628,8153,38,695,1338,234,4323,9491,73.82,45.43,42.06,"Linn","Greater Albany Public SD 8J","Lafayette Elementary School",-
1115,"7/1/2016",34,2239,480,20686,86801,325,7730,27961,30,1356,5042,355,9086,33003,73.96,43.92,38.02,"Washington","Hillsboro SD 1J","Eastwood Elementary School",-
662,"7/1/2016",22,2102,343,2318,22568,237,1293,8153,17,144,1338,254,1437,9491,74.05,61.99,42.06,"Linn","Sweet Home SD 55","Foster Elementary School",-
653,"7/1/2016",22,2101,320,4202,22568,208,1953,8153,29,272,1338,237,2225,9491,74.06,52.95,42.06,"Linn","Lebanon Community SD 9","Green Acres School",-
231,"7/1/2016",8,1972,305,484,2312,169,246,1127,57,85,256,226,331,1383,74.1,68.39,59.82,"Curry","Central Curry SD 1","Riley Creek Elementary School",-
3373,"7/1/2016",24,2142,950,41718,62073,632,22855,34127,72,3190,4972,704,26045,39099,74.11,62.43,62.99,"Marion","Salem-Keizer SD 24J","Claggett Creek Middle School",-
869,"7/1/2016",26,2180,445,47240,91695,296,16200,41819,34,2426,6364,330,18626,48183,74.16,39.43,52.55,"Multnomah","Portland SD 1J","Lee Elementary School",-
384,"7/1/2016",15,2042,275,4617,29154,182,2471,13824,22,384,1958,204,2855,15782,74.18,61.84,54.13,"Jackson","Central Point SD 6","Patrick Elementary School",-
462,"7/1/2016",18,2056,252,2986,9357,166,1752,5115,21,234,870,187,1986,5985,74.21,66.51,63.96,"Klamath","Klamath Falls City Schools","Pelican Elementary School",-
437,"7/1/2016",17,2054,454,6010,10554,287,3168,6117,50,510,944,337,3678,7061,74.23,61.2,66.9,"Josephine","Grants Pass SD 7","Lincoln Elementary School",-
394,"7/1/2016",15,2043,770,4103,29154,510,2042,13824,63,308,1958,573,2350,15782,74.42,57.28,54.13,"Jackson","Eagle Point SD 9","Table Rock Elementary",-
4468,"7/1/2016",21,2097,86,5461,5461,57,2891,2891,7,361,361,64,3252,3252,74.42,59.55,59.55,"Lincoln","Lincoln County SD","Siletz Valley Early College Academy",-
429,"7/1/2016",16,2053,330,2963,3674,230,2215,2601,16,127,209,246,2342,2810,74.55,79.04,76.48,"Jefferson","Jefferson County SD 509J","Buff Intermediate School",-
3376,"7/1/2016",24,2142,504,41718,62073,315,22855,34127,61,3190,4972,376,26045,39099,74.6,62.43,62.99,"Marion","Salem-Keizer SD 24J","Hammond Elementary School",-
5250,"7/1/2016",33,4131,71,3082,3611,47,1783,2050,6,182,247,53,1965,2297,74.65,63.76,63.61,"Wasco","North Wasco County SD 21","Wahtonka Community School",-
820,"7/1/2016",25,2147,427,2228,2374,271,1282,1350,48,298,318,319,1580,1668,74.71,70.92,70.26,"Morrow","Morrow SD 1","Riverside Junior/Senior High School",-
486,"7/1/2016",18,2057,206,6579,9357,144,3363,5115,10,636,870,154,3999,5985,74.76,60.78,63.96,"Klamath","Klamath County SD","Lost River High School",-
620,"7/1/2016",21,2097,531,5461,5461,340,2891,2891,57,361,361,397,3252,3252,74.76,59.55,59.55,"Lincoln","Lincoln County SD","Taft Elementary School",-
978,"7/1/2016",26,2187,456,10591,91695,298,6797,41819,43,1205,6364,341,8002,48183,74.78,75.55,52.55,"Multnomah","David Douglas SD 40","Ventura Park Elementary School",-
544,"7/1/2016",20,2083,425,11064,45309,290,6172,19963,28,907,3599,318,7079,23562,74.82,63.98,52,"Lane","Springfield SD 19","Centennial Elementary School",-
425,"7/1/2016",16,2050,312,682,3674,195,386,2601,39,82,209,234,468,2810,75,68.62,76.48,"Jefferson","Culver SD 4","Culver Elementary School",-
1068,"7/1/2016",31,2212,320,2290,3844,216,1018,1672,24,161,328,240,1179,2000,75,51.48,52.03,"Union","La Grande SD 1","Greenwood Elementary School",-
740,"7/1/2016",24,2142,445,41718,62073,274,22855,34127,60,3190,4972,334,26045,39099,75.06,62.43,62.99,"Marion","Salem-Keizer SD 24J","Grant Community School",-
981,"7/1/2016",26,2187,824,10591,91695,527,6797,41819,92,1205,6364,619,8002,48183,75.12,75.55,52.55,"Multnomah","David Douglas SD 40","Floyd Light Middle School",-
1267,"7/1/2016",24,2146,796,5650,62073,549,3841,34127,49,464,4972,598,4305,39099,75.13,76.19,62.99,"Marion","Woodburn SD 103","Lincoln Elementary School",-
525,"7/1/2016",20,2082,331,17258,45309,219,5842,19963,30,1072,3599,249,6914,23562,75.23,40.06,52,"Lane","Eugene SD 4J","River Road/El Camino del Rio Elementary School",-
415,"7/1/2016",15,2048,501,14081,29154,335,6245,13824,42,825,1958,377,7070,15782,75.25,50.21,54.13,"Jackson","Medford SD 549C","Oak Grove Elementary School",-
930,"7/1/2016",26,2181,777,3238,91695,509,2088,41819,77,278,6364,586,2366,48183,75.42,73.07,52.55,"Multnomah","Parkrose SD 3","Parkrose Middle School",-
1243,"7/1/2016",26,2180,442,47240,91695,305,16200,41819,29,2426,6364,334,18626,48183,75.57,39.43,52.55,"Multnomah","Portland SD 1J","Lane Middle School",-
583,"7/1/2016",20,2088,303,5574,45309,205,2648,19963,24,577,3599,229,3225,23562,75.58,57.86,52,"Lane","Bethel SD 52","Danebo Elementary School",-
1242,"7/1/2016",20,2082,244,17258,45309,156,5842,19963,29,1072,3599,185,6914,23562,75.82,40.06,52,"Lane","Eugene SD 4J","Corridor Elementary School",-
938,"7/1/2016",26,2183,550,11972,91695,368,5725,41819,49,1042,6364,417,6767,48183,75.82,56.52,52.55,"Multnomah","Gresham-Barlow SD 10J","North Gresham Elementary School",-
417,"7/1/2016",15,2048,375,14081,29154,269,6245,13824,16,825,1958,285,7070,15782,76,50.21,54.13,"Jackson","Medford SD 549C","Roosevelt Elementary School",-
698,"7/1/2016",23,2108,347,2432,5000,242,1798,3188,22,129,419,264,1927,3607,76.08,79.24,72.14,"Malheur","Ontario SD 8C","Ontario Middle School",-
277,"7/1/2016",10,1991,343,5935,14005,226,2827,7145,35,601,1415,261,3428,8560,76.09,57.76,61.12,"Douglas","Douglas County SD 4","Winchester Elementary",-
973,"7/1/2016",26,2187,616,10591,91695,401,6797,41819,69,1205,6364,470,8002,48183,76.3,75.55,52.55,"Multnomah","David Douglas SD 40","Gilbert Heights Elementary School",-
1032,"7/1/2016",30,2204,671,1356,13605,463,964,7460,49,117,1431,512,1081,8891,76.3,79.72,65.35,"Umatilla","Umatilla SD 6R","McNary Heights Elementary School",-
574,"7/1/2016",20,2087,76,2799,45309,48,1402,19963,10,286,3599,58,1688,23562,76.32,60.31,52,"Lane","South Lane SD 45J3","Dorena School",-
